$HBLPOWER.NS: possibly delisted; no timezone found
$H1145D39DD.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$KTKFMP220RG.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$TFM53BB.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$H1181D40RD.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$H1181D40RQ.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$H1139D39RD.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$H1181D40RG.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$KTKFMP220RD.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$RXXXVII8X.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$NXXXVII15G.BO: possibly delisted; no timezone found
$T55AD.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$RXXXVII8G.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$AXISWEDPD.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$IDFTP149DG.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$IPRU3137.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$H1133D41DG.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$IPRU3134.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$IDFTP148DG.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$T55BD.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$RXXXVII13D.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$KTKFMP228DG.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$RXXXVIII4X.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$NXXXVIII7D.BO: possibly delisted; no timezone found
$IPRU3112.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$NXXXVIII6X.BO: possibly delisted; no timezone found
$D36MS237RR.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$D36MS241DG.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$D3MS242DR.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$IPRU3158.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$D36MS243DQ.BO: possibly delisted; no timezone found
$IPRU3181.BO: possibly delisted; no timezone found
$NXXVIII10G.BO: possibly delisted; no timezone found
$XXXVIII15D.BO: possibly delisted; no timezone found
$D36MS244RG.BO: possibly delisted; no timezone found
$AXISWHHDD.BO: possibly delisted; no timezone found
$NXXXIX06G.BO: possibly delisted; no timezone found
$IPRU3174.BO: possibly delisted; no timezone found
$D36MS244RQ.BO: possibly delisted; no timezone found
$T55FB.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$KTKFMP239DD.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$H1122D42DG.BO: possibly delisted; no price data found  (1d 2019-12-03 -> 2025-12-01)
$AXISWIDHD.BO: possibly delisted; no timezone found
$IPRU3180.BO: possibly delisted; no timezone found
$KTKFMP247RD.BO: possibly delisted; no timezone found
$HD110542DQ.BO: possibly delisted; no timezone found
$H91D42RG.BO: possibly delisted; no timezone found
$KTKFMP247DG.BO: possibly delisted; no timezone found
$IPRU3195.BO: possibly delisted; no timezone found
$IDFTP162DQ.BO: possibly delisted; no timezone found
$SDFSC36GD.BO: possibly delisted; no timezone found
$IPRU9460.BO: possibly delisted; no timezone found
$NXXXX1Z.BO: possibly delisted; no timezone found
$SDFSC36GR.BO: possibly delisted; no timezone found
$H1265D43DD.BO: possibly delisted; no timezone found
$NIASR1X.BO: possibly delisted; no timezone found
$IPRU3222.BO: possibly delisted; no timezone found
$KTKFMP255DG.BO: possibly delisted; no timezone found
$NXXXX1G.BO: possibly delisted; no timezone found
$RSDFSC35GR.BO: possibly delisted; no timezone found
$NIFVSR2D.BO: possibly delisted; no timezone found
$H1190D43DQ.BO: possibly delisted; no timezone found
$NXXXX7G.BO: possibly delisted; no timezone found
$H1196D43DD.BO: possibly delisted; no timezone found
$H1246D43DG.BO: possibly delisted; no timezone found
$KTKFMP252RG.BO: possibly delisted; no timezone found
$NXXXX6D.BO: possibly delisted; no timezone found
$IPRU9474.BO: possibly delisted; no timezone found
$IPRU9481.BO: possibly delisted; no timezone found
$KTKFMP259RG.BO: possibly delisted; no timezone found
$H1146D43DD.BO: possibly delisted; no timezone found
$TFFSP1G.BO: possibly delisted; no timezone found
$SDFSC42DR.BO: possibly delisted; no timezone found
$KTKFMP267DG.BO: possibly delisted; no timezone found
$H1154D43DQ.BO: possibly delisted; no timezone found
$KTKFMP267RD.BO: possibly delisted; no timezone found
$IPRU9499.BO: possibly delisted; no timezone found
$TFFSP1FP.BO: possibly delisted; no timezone found
$IPRU9517.BO: possibly delisted; no timezone found
$SDFSC45GD.BO: possibly delisted; no timezone found
$SDFSC45GR.BO: possibly delisted; no timezone found
$RSDFSC43DR.BO: possibly delisted; no timezone found
$H1100D44DG.BO: possibly delisted; no timezone found
$RXLI2X.BO: possibly delisted; no timezone found
$SDFSC42DD.BO: possibly delisted; no timezone found
$TFFSP1B.BO: possibly delisted; no timezone found
$NXLI8D.BO: possibly delisted; no timezone found
$SFMP13DD.BO: possibly delisted; no timezone found
$RSDFSC14DD.BO: possibly delisted; no timezone found
$RSDFSC14GD.BO: possibly delisted; no timezone found
$IPRU3402.BO: possibly delisted; no timezone found
$SFMP15DD.BO: possibly delisted; no timezone found
$UTMTFS1RMR.BO: possibly delisted; no timezone found
$SFMP18DD.BO: possibly delisted; no timezone found
$UTMTFS1RFP.BO: possibly delisted; no timezone found
$UTCRFS1RFP.BO: possibly delisted; no timezone found
$UTCRFS1DMP.BO: possibly delisted; no timezone found
$ABCRSPRDP.BO: possibly delisted; no timezone found
$UTRSFS1DMD.BO: possibly delisted; no timezone found
$ABDBSPRDP.BO: possibly delisted; no timezone found
$UTCRFS1RQP.BO: possibly delisted; no timezone found
$NIUSSP1E.BO: possibly delisted; no timezone found
$UTCRFS1RMR.BO: possibly delisted; no timezone found
$UTIBFS1RAP.BO: possibly delisted; no timezone found
$UTMTFS1RQP.BO: possibly delisted; no timezone found
$NIUSSP1N.BO: possibly delisted; no timezone found
$NIUSSP1D.BO: possibly delisted; no timezone found
$07DPD.BO: possibly delisted; no timezone found
$UTCRFS2DHP.BO: possibly delisted; no timezone found
$07ABB.BO: possibly delisted; no timezone found
$D60MS264DP.BO: possibly delisted; no timezone found
$SFMP66DD.BO: possibly delisted; no timezone found
$UTCRFS2DFR.BO: possibly delisted; no timezone found
$IPRU9714.BO: possibly delisted; no timezone found
$KTKFMP292RG.BO: possibly delisted; no timezone found
$NIMFHKGP.BO: possibly delisted; no timezone found
$NIMFHGRG.BO: possibly delisted; no timezone found
$KTKFMP294DI.BO: possibly delisted; no timezone found
$SFMP33DD.BO: possibly delisted; no timezone found
$SFMP67GD.BO: possibly delisted; no timezone found
$AXISWPDGG.BO: possibly delisted; no timezone found
$SFMP68DD.BO: possibly delisted; no timezone found
$UTMTFS2RQR.BO: possibly delisted; no timezone found
$KTKFMP299RG.BO: possibly delisted; no timezone found
$H1158D46DG.BO: possibly delisted; no timezone found
$D1246267RP.BO: possibly delisted; no timezone found
Failed to get ticker 'SANGHVIFOR.BO' reason: Failed to perform, curl: (28) Operation timed out after 10009 milliseconds with 0 bytes received. See https://curl.se/libcurl/c/libcurl-errors.html first for more details.
$SANGHVIFOR.BO: possibly delisted; no timezone found
Traceback (most recent call last):
  File "C:\Users\jallu\OneDrive\pgp\Python\Stock predictor\Rubik_view\Data\OHCLV Data\update_stocks_ohlcv.py", line 216, in main
    print(f"{idx}/{total} ({percent:.1f}%): {sym} \u2192 {status}")
    ~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Python313\Lib\encodings\cp1252.py", line 19, in encode
    return codecs.charmap_encode(input,self.errors,encoding_table)[0]
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
UnicodeEncodeError: 'charmap' codec can't encode character '\u2192' in position 27: character maps to <undefined>

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\jallu\OneDrive\pgp\Python\Stock predictor\Rubik_view\Data\OHCLV Data\update_stocks_ohlcv.py", line 227, in <module>
    main()
    ~~~~^^
  File "C:\Users\jallu\OneDrive\pgp\Python\Stock predictor\Rubik_view\Data\OHCLV Data\update_stocks_ohlcv.py", line 194, in main
    with ThreadPoolExecutor(max_workers=MAX_WORKERS) as exe:
         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Python313\Lib\concurrent\futures\_base.py", line 647, in __exit__
    self.shutdown(wait=True)
    ~~~~~~~~~~~~~^^^^^^^^^^^
  File "C:\Python313\Lib\concurrent\futures\thread.py", line 239, in shutdown
    t.join()
    ~~~~~~^^
  File "C:\Python313\Lib\threading.py", line 1094, in join
    self._handle.join(timeout)
    ~~~~~~~~~~~~~~~~~^^^^^^^^^
KeyboardInterrupt
